region,p
Right-Thalamus-Proper,0.2828902112598796
Left-Thalamus-Proper,0.2828902112598796
Right-Caudate,0.016190040180560587
Left-Caudate,0.016190040180560587
Right-Putamen,0.13888024926558973
Left-Putamen,0.13888024926558973
Right-Hippocampus,0.3697820092059501
Left-Hippocampus,0.3697820092059501
Right-Amygdala,0.3464400738843289
Left-Amygdala,0.3464400738843289
Right-Accumbens-area,0.14789895831359318
Left-Accumbens-area,0.14789895831359318
