region,p
Right-Thalamus-Proper,0.3268351329200563
Left-Thalamus-Proper,0.3268351329200563
Right-Caudate,0.9448213860667983
Left-Caudate,0.9448213860667983
Right-Putamen,0.7625435535534472
Left-Putamen,0.7625435535534472
Right-Hippocampus,0.021177212338461326
Left-Hippocampus,0.021177212338461326
Right-Amygdala,0.05176776780106284
Left-Amygdala,0.05176776780106284
Right-Accumbens-area,0.4961940082186454
Left-Accumbens-area,0.4961940082186454
