region,p
Right-Thalamus-Proper,0.5384696958705392
Left-Thalamus-Proper,0.5384696958705392
Right-Caudate,0.9775208359383366
Left-Caudate,0.9775208359383366
Right-Putamen,0.6145125822415056
Left-Putamen,0.6145125822415056
Right-Hippocampus,0.3817588188300124
Left-Hippocampus,0.3817588188300124
Right-Amygdala,0.3426933708168064
Left-Amygdala,0.3426933708168064
Right-Accumbens-area,0.5186549669172504
Left-Accumbens-area,0.5186549669172504
